Timestamp,Household_ID,Water_Usage_Liters,Flow_Rate_LPM,Pressure_Bar,Leak_Detected,Weather_Condition,Population_Density,Household_Consumption_Liters
06-01-2025 01:55,3770,43.56,1.09,6.97,No,Stormy,162,493.3820489
06-01-2025 02:00,2589,39.78,9.45,3.19,No,Stormy,286,450.5679041
06-01-2025 02:05,2090,11.19,18.3,5.55,No,Rainy,346,126.7434602
06-01-2025 02:10,1216,40.74,9.8,3.52,No,Sunny,441,461.4413377
06-01-2025 02:15,3677,32.04,11.4,8.86,No,Sunny,489,362.9008459
06-01-2025 02:20,2580,11.29,19.7,8.87,No,Sunny,332,127.8761095
06-01-2025 02:25,2513,1.82,9.44,6.56,No,Cloudy,116,20.61421784
06-01-2025 02:30,3494,15.21,15.96,7.9,No,Sunny,98,172.2759633
06-01-2025 02:35,3624,3.35,10.64,6.93,No,Stormy,147,37.94375261
06-01-2025 02:40,2131,25.49,19.1,9.14,No,Rainy,342,288.7123146
06-01-2025 02:45,4480,11.25,2.93,8.86,No,Cloudy,380,127.4230498
06-01-2025 02:50,3087,37.76,2.97,6.61,No,Rainy,305,427.6883876
06-01-2025 02:55,2986,49.92,2.32,5.96,No,Cloudy,346,565.4185464
06-01-2025 03:00,1557,15.93,17.12,3.15,No,Sunny,218,180.4310385
06-01-2025 03:05,1643,12.19,10.75,2.44,No,Rainy,296,138.0699535
06-01-2025 03:10,4188,13.3,3.46,4.37,No,Stormy,187,150.6423611
06-01-2025 03:15,4112,48.95,15.11,5.01,No,Sunny,446,554.4318479
06-01-2025 03:20,2845,45.58,8.5,9.94,No,Sunny,298,516.2615654
06-01-2025 03:25,4828,14.21,2.17,1.5,No,Sunny,423,160.94947
06-01-2025 03:30,4610,21.84,11.16,8.69,No,Stormy,398,247.370614
06-01-2025 03:35,3381,24.12,0.77,7.65,No,Cloudy,357,273.1950188
06-01-2025 03:40,1021,34.99,5.44,8.22,No,Stormy,465,396.3140012
06-01-2025 03:45,4644,1.07,17.24,8.76,No,Sunny,189,12.11934785
06-01-2025 03:50,2977,15.12,7.24,2.8,No,Sunny,348,171.256579
06-01-2025 03:55,2295,30.07,12.23,3.21,No,Sunny,242,340.587654
06-01-2025 04:00,1271,5.86,3.53,5.48,No,Sunny,431,66.37325084
06-01-2025 04:05,3976,21.95,19.85,2.99,No,Rainy,426,248.6165283
06-01-2025 04:10,4168,49.59,11.8,4.25,No,Cloudy,60,561.6808036
06-01-2025 04:15,4941,24.8,4.61,9.11,No,Rainy,374,280.8970343
06-01-2025 04:20,1094,47.38,15.13,4.18,Yes,Sunny,210,536.6492534
06-01-2025 04:25,4076,34.19,2.91,9.33,Yes,Rainy,61,387.2528065
06-01-2025 04:30,1478,28.27,15.02,8.98,No,Sunny,324,320.1999661
06-01-2025 04:35,2785,46.47,3.42,8.66,No,Stormy,199,526.3421444
06-01-2025 04:40,3312,34.04,10.21,4.86,No,Sunny,268,385.5538325
06-01-2025 04:45,4326,15.28,13.91,0.57,No,Sunny,56,173.0688179
06-01-2025 04:50,1213,1.37,7.36,4.94,No,Cloudy,235,15.51729584
06-01-2025 04:55,4791,9.92,15.02,3.37,No,Cloudy,435,112.3588137
06-01-2025 05:00,3299,5.75,15.02,1.57,No,Stormy,163,65.12733657
06-01-2025 05:05,1132,11.77,2.76,0.99,Yes,Rainy,268,133.3128263
06-01-2025 05:10,1407,45.76,15.64,0.84,No,Stormy,57,518.3003342
06-01-2025 05:15,3352,48.79,6.36,9.73,No,Stormy,157,552.6196089
06-01-2025 05:20,3966,9.42,1.41,4.57,No,Stormy,282,106.695567
06-01-2025 05:25,2013,9.13,5.81,8.55,No,Sunny,457,103.410884
06-01-2025 05:30,4025,26.27,19.11,4.42,No,Cloudy,305,297.5469794
06-01-2025 05:35,1882,15.34,10.99,2.6,No,Cloudy,353,173.7484075
06-01-2025 05:40,1621,49.8,3.81,9.39,No,Rainy,293,564.0593672
06-01-2025 05:45,2187,8.75,16.83,6.83,No,Rainy,435,99.10681652
06-01-2025 05:50,2370,47.47,8.51,8.76,No,Cloudy,471,537.6686377
06-01-2025 05:55,1718,16.72,2.01,4.39,No,Cloudy,274,189.3789683
06-01-2025 06:00,3330,15.59,3.71,8.17,No,Stormy,346,176.5800308
06-01-2025 06:05,4397,23.22,8.86,3.87,No,Sunny,360,263.0011748
06-01-2025 06:10,1562,37.72,2.59,1.54,No,Cloudy,414,427.2353279
06-01-2025 06:15,4612,47.77,18.33,6.26,No,Sunny,91,541.0665857
06-01-2025 06:20,4978,31.98,6.45,7.04,No,Rainy,246,362.2212563
06-01-2025 06:25,1080,12.19,2.38,6.15,Yes,Sunny,350,138.0699535
06-01-2025 06:30,2882,42.97,17.78,0.53,No,Cloudy,402,486.6994178
06-01-2025 06:35,2159,28.69,16.77,2.73,No,Sunny,451,324.9570933
06-01-2025 06:40,2395,41.81,17.59,3.38,No,Sunny,313,473.5606856
06-01-2025 06:45,3885,17.13,14.25,5.74,No,Sunny,324,194.0228305
06-01-2025 06:50,4311,33.02,3.71,5.65,Yes,Stormy,55,374.0008093
06-01-2025 06:55,1484,48.92,10.8,8.54,No,Rainy,442,554.0920531
06-01-2025 07:00,1025,29.2,17.66,8.34,No,Sunny,239,330.7336049
06-01-2025 07:05,1343,5.71,16.57,5.8,No,Cloudy,372,64.67427684
06-01-2025 07:10,3456,28.07,4.94,1.06,No,Cloudy,108,317.9346674
06-01-2025 07:15,1550,22.91,14.04,3.14,No,Sunny,472,259.4899619
06-01-2025 07:20,4081,1.04,1.57,3.44,No,Cloudy,195,11.77955305
06-01-2025 07:25,1715,40.13,9.42,9.97,No,Cloudy,385,454.5321768
06-01-2025 07:30,4105,23.04,10.89,3.59,No,Sunny,413,260.962406
06-01-2025 07:35,2579,23.26,2.28,8.84,No,Rainy,491,263.4542345
06-01-2025 07:40,3689,14.7,9.49,2.36,No,Rainy,138,166.4994518
06-01-2025 07:45,3795,33.09,14.01,1.81,No,Rainy,99,374.7936639
06-01-2025 07:50,4848,40.12,10.65,5.69,No,Sunny,110,454.4189119
06-01-2025 07:55,1996,40.01,19.04,5.37,No,Stormy,66,453.1729976
06-01-2025 08:00,4904,19.97,14.71,7.76,No,Stormy,227,226.1900715
06-01-2025 08:05,2564,30.97,7.61,9.58,No,Rainy,190,350.781498
06-01-2025 08:10,3621,42.52,5.46,3.14,No,Sunny,483,481.6024958
06-01-2025 08:15,4215,1.06,10.4,9.48,No,Stormy,241,12.00608292
06-01-2025 08:20,1167,24.26,0.27,3.56,No,Cloudy,425,274.7807279
06-01-2025 08:25,1611,35.69,14.03,1.41,Yes,Cloudy,134,404.2425465
06-01-2025 08:30,2500,38.82,2.79,6.55,No,Rainy,481,439.6944706
06-01-2025 08:35,4119,29.56,16.96,7.63,No,Stormy,66,334.8111424
06-01-2025 08:40,3595,25.22,1.57,4.02,No,Sunny,171,285.6541615
06-01-2025 08:45,3088,26.79,14.18,1.88,No,Rainy,295,303.436756
06-01-2025 08:50,4905,30.14,4.81,9.59,No,Sunny,90,341.3805086
06-01-2025 08:55,2383,1.83,7.47,0.6,No,Sunny,479,20.72748277
06-01-2025 09:00,3842,36.87,17.67,9.28,No,Sunny,102,417.6078086
06-01-2025 09:05,3929,6.28,11.11,9.01,No,Stormy,309,71.13037803
06-01-2025 09:10,4888,27.21,6.44,6.89,No,Sunny,130,308.1938832
06-01-2025 09:15,4851,9.21,6.35,9.2,No,Cloudy,340,104.3170034
06-01-2025 09:20,2955,25.94,12.62,7.26,No,Rainy,362,293.8092366
06-01-2025 09:25,1754,2.79,9.82,9.66,No,Cloudy,83,31.60091635
06-01-2025 09:30,1156,27.29,3.84,7.86,No,Sunny,443,309.1000026
06-01-2025 09:35,4952,1,14.71,7.7,No,Cloudy,64,11.32649332
06-01-2025 09:40,3186,12.35,6.96,8.24,No,Rainy,108,139.8821925
06-01-2025 09:45,4825,22.18,17.18,6.03,No,Rainy,396,251.2216218
06-01-2025 09:50,4436,49.06,7.65,5.38,No,Cloudy,174,555.6777621
06-01-2025 09:55,4326,9.49,1.26,5.9,No,Cloudy,167,107.4884216
06-01-2025 10:00,1020,30.03,5.23,3.39,No,Rainy,415,340.1345943
06-01-2025 10:05,2815,11.74,16.44,5.33,No,Rainy,442,132.9730315
06-01-2025 10:10,4962,36.13,9.46,6.29,No,Cloudy,454,409.2262035
06-01-2025 10:15,1696,44.47,4.06,8.41,No,Stormy,298,503.6891578
06-01-2025 10:20,1871,20.65,1.66,8.08,No,Sunny,183,233.892087
06-01-2025 10:25,1811,40.99,16.13,8.84,No,Sunny,310,464.2729611
06-01-2025 10:30,4623,20.44,9.44,3.04,No,Cloudy,489,231.5135234
06-01-2025 10:35,4102,48.38,3.07,8.9,No,Stormy,319,547.9757467
06-01-2025 10:40,2528,4.1,17.19,3.62,No,Rainy,268,46.4386226
06-01-2025 10:45,3686,2.5,3.6,1.05,No,Cloudy,384,28.31623329
06-01-2025 10:50,3579,33.76,13.64,8.91,No,Sunny,185,382.3824144
06-01-2025 10:55,2556,13.82,5.75,5.96,No,Sunny,219,156.5321376
06-01-2025 11:00,3075,45.46,5.03,7.04,No,Rainy,291,514.9023862
06-01-2025 11:05,1477,2.76,19.32,7.07,No,Rainy,83,31.26112155
06-01-2025 11:10,2352,7.35,11.16,6.36,No,Sunny,116,83.24972588
06-01-2025 11:15,3094,27.25,0.7,2.27,No,Rainy,334,308.6469429
06-01-2025 11:20,1402,12.27,19.79,3.93,No,Cloudy,308,138.976073
06-01-2025 11:25,4449,20.09,5.39,1.79,No,Stormy,318,227.5492507
06-01-2025 11:30,3497,33.81,2.51,7.97,No,Rainy,334,382.948739
06-01-2025 11:35,3742,5.06,5.53,9.93,No,Cloudy,224,57.31205618
06-01-2025 11:40,2693,24.28,0.59,7.01,No,Stormy,374,275.0072577
06-01-2025 11:45,3256,6.37,1.8,7.94,No,Stormy,245,72.14976243
06-01-2025 11:50,2560,3.11,9.89,5.51,No,Rainy,300,35.22539422
06-01-2025 11:55,2351,33,3.35,5.43,No,Sunny,59,373.7742795
06-01-2025 12:00,3850,46.24,0.79,0.9,No,Stormy,348,523.737051
06-01-2025 12:05,1554,2.91,6.21,9.19,No,Rainy,289,32.96009555
06-01-2025 12:10,4839,22.77,17.11,5.77,No,Stormy,419,257.9042528
06-01-2025 12:15,1490,46.31,10.31,2.39,No,Cloudy,56,524.5299055
06-01-2025 12:20,1087,12.27,9.65,9.65,No,Rainy,497,138.976073
06-01-2025 12:25,2337,48.58,9.26,5.44,No,Rainy,260,550.2410453
06-01-2025 12:30,1390,34.61,3.68,0.7,No,Sunny,116,392.0099337
06-01-2025 12:35,3037,39.36,12.32,8.58,No,Cloudy,254,445.810777
06-01-2025 12:40,3570,25.48,12.98,2.47,No,Sunny,384,288.5990497
06-01-2025 12:45,3348,42.91,8.04,6.76,No,Cloudy,62,486.0198282
06-01-2025 12:50,1812,9.97,19.69,4.69,No,Stormy,80,112.9251384
06-01-2025 12:55,3377,27.75,16.46,2.72,No,Sunny,96,314.3101895
06-01-2025 13:00,4597,30.83,13.93,5.16,No,Cloudy,141,349.195789
06-01-2025 13:05,4021,21.39,2.52,1.76,No,Rainy,262,242.273692
06-01-2025 13:10,1727,44.6,17.63,7.21,No,Stormy,91,505.1616019
06-01-2025 13:15,3891,36.62,6.46,8.31,No,Stormy,294,414.7761853
06-01-2025 13:20,2647,21.08,0.35,8.5,No,Cloudy,500,238.7624791
06-01-2025 13:25,3173,23.78,18.56,9.98,No,Stormy,106,269.3440111
06-01-2025 13:30,3003,47.59,19.22,7.02,No,Rainy,141,539.0278169
06-01-2025 13:35,1590,36.56,19.54,2.06,No,Rainy,485,414.0965957
06-01-2025 13:40,1286,38.37,0.32,3.31,No,Cloudy,405,434.5975486
06-01-2025 13:45,2147,29.75,2.93,1.3,No,Cloudy,218,336.9631762
06-01-2025 13:50,4589,18.05,11.66,6.8,No,Rainy,133,204.4432044
06-01-2025 13:55,3608,43.16,14,0.83,No,Cloudy,236,488.8514516
06-01-2025 14:00,2800,25.46,17.41,6.39,No,Rainy,390,288.3725198
06-01-2025 14:05,3251,11.94,19.79,3.78,No,Stormy,92,135.2383302
06-01-2025 14:10,2637,40.65,3.32,7.17,No,Rainy,81,460.4219533
06-01-2025 14:15,2190,10.13,17.97,7.68,No,Rainy,343,114.7373773
06-01-2025 14:20,4655,4.72,12.98,6.03,No,Sunny,491,53.46104846
06-01-2025 14:25,1109,31.13,9.57,6.99,No,Stormy,352,352.593737
06-01-2025 14:30,4257,2.71,19.65,9.85,No,Rainy,348,30.69479689
06-01-2025 14:35,4815,22.22,1.1,5.78,No,Stormy,319,251.6746815
06-01-2025 14:40,2173,17.65,16.42,7.85,No,Cloudy,236,199.912607
06-01-2025 14:45,1902,27.86,19.33,2.52,No,Rainy,293,315.5561038
06-01-2025 14:50,4054,1.56,5.01,5.59,No,Sunny,315,17.66932957
06-01-2025 14:55,4437,16.44,5.53,8.94,No,Stormy,251,186.2075501
06-01-2025 15:00,1581,23.11,6.66,5,No,Rainy,219,261.7552606
06-01-2025 15:05,2925,48.52,13.51,5.51,No,Sunny,469,549.5614557
06-01-2025 15:10,1317,46.19,16.03,7.17,No,Cloudy,217,523.1707263
06-01-2025 15:15,1421,47.7,9.53,7.22,No,Sunny,319,540.2737312
06-01-2025 15:20,2642,34.35,5,6.8,No,Cloudy,53,389.0650454
06-01-2025 15:25,2560,15.36,17.14,2.46,No,Sunny,306,173.9749373
06-01-2025 15:30,1176,40.86,19.74,3.73,No,Rainy,195,462.8005169
06-01-2025 15:35,4414,21.84,2.24,1.92,No,Cloudy,413,247.370614
06-01-2025 15:40,4118,18.08,13.75,3.55,No,Rainy,78,204.7829992
06-01-2025 15:45,2625,10.98,18.47,3.49,No,Stormy,185,124.3648966
06-01-2025 15:50,3054,1.04,9.96,5.83,No,Stormy,500,11.77955305
06-01-2025 15:55,4607,13.18,0.29,1.87,No,Stormy,278,149.2831819
06-01-2025 16:00,2165,20.41,5.35,3.53,No,Sunny,367,231.1737286
06-01-2025 16:05,2163,8.82,11.16,3.74,No,Stormy,393,99.89967105
06-01-2025 16:10,3701,22.39,19.2,3.17,No,Cloudy,117,253.6001854
06-01-2025 16:15,1428,14.66,14.79,3.87,No,Cloudy,68,166.046392
06-01-2025 16:20,2485,23.96,8.95,9.59,No,Cloudy,237,271.3827799
06-01-2025 16:25,3343,11,3.71,5.44,No,Cloudy,275,124.5914265
06-01-2025 16:30,3692,46,7.73,4.53,No,Stormy,227,521.0186926
06-01-2025 16:35,3434,25.13,11.04,4.1,No,Sunny,55,284.6347771
06-01-2025 16:40,4615,20.08,2.72,7.9,No,Rainy,128,227.4359858
06-01-2025 16:45,1996,19.7,13.61,7.99,No,Sunny,218,223.1319183
06-01-2025 16:50,2744,14.58,10.88,2.86,No,Stormy,93,165.1402726
06-01-2025 16:55,2930,42.01,7.52,8.04,No,Cloudy,204,475.8259842
06-01-2025 17:00,1032,17.28,1.38,3.32,No,Sunny,476,195.7218045
06-01-2025 17:05,4758,21.42,14.52,1.36,No,Sunny,495,242.6134868
06-01-2025 17:10,4297,43.51,17.33,6.71,No,Cloudy,156,492.8157242
06-01-2025 17:15,2310,23.16,9.72,9.16,No,Rainy,319,262.3215852
06-01-2025 17:20,3863,44.96,6.29,4.55,No,Stormy,483,509.2391395
06-01-2025 17:25,2760,34.18,5.99,1.32,Yes,Sunny,365,387.1395416
06-01-2025 17:30,3020,19.47,12.64,4.06,No,Sunny,355,220.5268249
06-01-2025 17:35,3221,16.63,4.5,7.91,No,Cloudy,212,188.3595839
06-01-2025 17:40,4337,19.36,19.24,8.62,No,Sunny,104,219.2809106
06-01-2025 17:45,4389,41.49,17.27,1.41,No,Stormy,138,469.9362077
06-01-2025 17:50,4450,29.37,12.79,2.5,No,Sunny,382,332.6591087
06-01-2025 17:55,2850,46.78,10.29,5.48,No,Rainy,344,529.8533574
06-01-2025 18:00,4954,44.51,14.98,7.91,No,Cloudy,71,504.1422175
06-01-2025 18:05,1061,2.7,11.47,3.8,No,Rainy,399,30.58153196
06-01-2025 18:10,1816,23.64,2.42,3.26,No,Cloudy,160,267.758302
06-01-2025 18:15,4558,6.84,5.41,5.82,No,Rainy,306,77.47321429
06-01-2025 18:20,3934,47.9,2.26,5.39,No,Sunny,285,542.5390299
06-01-2025 18:25,1798,20.33,0.62,7.16,No,Rainy,344,230.2676091
06-01-2025 18:30,2222,2.02,11.03,4.87,No,Sunny,310,22.8795165
06-01-2025 18:35,1616,41.64,0.33,5.49,No,Stormy,381,471.6351817
06-01-2025 18:40,2756,47.77,9.88,4.72,No,Cloudy,440,541.0665857
06-01-2025 18:45,1630,46.56,16.62,5.34,No,Sunny,419,527.3615288
06-01-2025 18:50,1300,48.54,13.89,7.4,No,Sunny,297,549.7879856
06-01-2025 18:55,4278,12.69,11.45,4.95,No,Rainy,59,143.7332002
06-01-2025 19:00,3776,46.76,0.31,5.79,No,Cloudy,211,529.6268275
06-01-2025 19:05,2676,34.18,5.2,8.33,No,Rainy,266,387.1395416
06-01-2025 19:10,1765,10.64,7.85,5.56,No,Cloudy,289,120.5138889
06-01-2025 19:15,3247,24.9,8.95,1.67,No,Stormy,67,282.0296836
06-01-2025 19:20,4319,16.54,3.23,6.52,No,Sunny,186,187.3401995
06-01-2025 19:25,3595,33.19,1.46,3.72,No,Cloudy,480,375.9263132
06-01-2025 19:30,4526,23.68,14.05,1.62,No,Cloudy,357,268.2113617
06-01-2025 19:35,3037,24.6,17.9,5.38,No,Rainy,374,278.6317356
06-01-2025 19:40,4454,43.66,17.02,2.16,Yes,Rainy,233,494.5146982
06-01-2025 19:45,4612,12.72,11.03,0.86,No,Cloudy,112,144.072995
06-01-2025 19:50,4860,38.96,17.58,1.41,Yes,Cloudy,104,441.2801796
06-01-2025 19:55,1202,26.78,10.8,2.58,No,Sunny,357,303.323491
06-01-2025 20:00,3126,1.87,10.92,4.3,No,Cloudy,329,21.1805425
06-01-2025 20:05,3460,5.84,11.04,7.47,No,Cloudy,57,66.14672097
06-01-2025 20:10,1748,42.79,6.28,7.84,No,Stormy,126,484.660649
06-01-2025 20:15,2584,31.73,1.93,3.54,No,Rainy,381,359.3896329
06-01-2025 20:20,2060,34.66,6.5,9.58,No,Rainy,256,392.5762584
06-01-2025 20:25,3785,29.55,13.54,3.17,No,Rainy,236,334.6978775
06-01-2025 20:30,1158,48.07,18.8,6.88,No,Rainy,486,544.4645337
06-01-2025 20:35,3961,20.51,13.22,2.41,No,Stormy,495,232.3063779
06-01-2025 20:40,1497,19.2,2.1,9.16,No,Sunny,76,217.4686717
06-01-2025 20:45,3296,47.9,7.31,6.25,Yes,Rainy,310,542.5390299
06-01-2025 20:50,4230,32.58,15.03,3.14,Yes,Sunny,267,369.0171523
06-01-2025 20:55,1626,45.38,5.93,7.96,No,Sunny,469,513.9962667
06-01-2025 21:00,2791,48.53,6.29,2.49,No,Stormy,196,549.6747207
06-01-2025 21:05,1236,22.26,2.72,6.49,No,Stormy,91,252.1277412
06-01-2025 21:10,4838,23.67,14.35,2.58,No,Cloudy,208,268.0980968
06-01-2025 21:15,2681,19.62,8.25,9.39,No,Cloudy,110,222.2257989
06-01-2025 21:20,1050,40.35,15.09,5.92,No,Rainy,216,457.0240053
06-01-2025 21:25,1667,17.58,16.74,2.43,No,Rainy,352,199.1197525
06-01-2025 21:30,3529,35.38,17.15,3.48,Yes,Rainy,437,400.7313335
06-01-2025 21:35,4175,49.87,1.89,4.81,No,Stormy,177,564.8522217
06-01-2025 21:40,2426,47.08,14.6,3.7,No,Stormy,355,533.2513054
06-01-2025 21:45,1451,19.81,13.96,1.22,No,Stormy,304,224.3778326
06-01-2025 21:50,3194,41.49,17.98,2.23,No,Stormy,202,469.9362077
06-01-2025 21:55,4868,6.44,10.15,7.5,No,Sunny,396,72.94261696
06-01-2025 22:00,2006,5.15,4.49,3.98,No,Cloudy,468,58.33144058
06-01-2025 22:05,1380,28.1,13.87,5.83,No,Sunny,396,318.2744622
06-01-2025 22:10,1233,7.42,3.08,6.58,No,Rainy,57,84.04258041
06-01-2025 22:15,4344,41.16,6.73,3.16,No,Sunny,322,466.1984649
06-01-2025 22:20,1303,0.98,0.3,2.29,No,Rainy,369,11.09996345
06-01-2025 22:25,4463,14.25,4.66,2.87,No,Rainy,143,161.4025298
06-01-2025 22:30,1626,7.6,2.96,3.5,No,Cloudy,370,86.08134921
06-01-2025 22:35,4132,24.17,9.2,1.47,No,Cloudy,194,273.7613435
06-01-2025 22:40,1832,44.48,16.75,7.5,No,Stormy,380,503.8024227
06-01-2025 22:45,1829,32.21,11.4,9.1,No,Cloudy,315,364.8263497
06-01-2025 22:50,4065,21.97,19.09,5.77,No,Stormy,219,248.8430582
06-01-2025 22:55,3121,13.97,19.93,4.02,No,Sunny,452,158.2311116
06-01-2025 23:00,4836,1.57,2.89,8.29,No,Cloudy,423,17.78259451
06-01-2025 23:05,3672,16.73,12.2,1.81,No,Rainy,338,189.4922332
06-01-2025 23:10,2710,19.81,15.85,4.82,No,Rainy,260,224.3778326
06-01-2025 23:15,3998,37.16,2.03,6.14,No,Cloudy,361,420.8924917
06-01-2025 23:20,2702,2.94,11.64,6.24,No,Sunny,198,33.29989035
06-01-2025 23:25,2448,44.11,8.03,5.25,No,Rainy,244,499.6116202
06-01-2025 23:30,3052,29.64,3.41,6.28,No,Cloudy,83,335.7172619
06-01-2025 23:35,3132,2.45,17.61,9.47,No,Sunny,336,27.74990863
06-01-2025 23:40,4062,3.5,13.34,3.57,No,Sunny,59,39.64272661
06-01-2025 23:45,3746,39.28,14.34,0.94,No,Stormy,56,444.9046575
06-01-2025 23:50,3630,38.89,19.62,7.09,No,Sunny,411,440.4873251
06-01-2025 23:55,3071,43.99,8.3,2.08,No,Rainy,447,498.252441
07-01-2025 00:00,4654,10.46,14.34,2.12,No,Sunny,182,118.4751201
07-01-2025 00:05,2831,8.03,1.49,4.85,No,Cloudy,216,90.95174133
07-01-2025 00:10,2167,24.6,14.63,8.09,No,Cloudy,500,278.6317356
07-01-2025 00:15,3296,14.74,1.91,2.58,No,Stormy,205,166.9525115
07-01-2025 00:20,4798,28.16,17.59,7.69,No,Cloudy,462,318.9540518
07-01-2025 00:25,3308,25.53,3.97,9.55,No,Cloudy,405,289.1653744
07-01-2025 00:30,2327,34.83,2.27,8.48,No,Rainy,418,394.5017622
07-01-2025 00:35,1104,17.39,6.06,2.86,No,Cloudy,137,196.9677188
07-01-2025 00:40,4644,15.31,14.92,1.5,No,Sunny,138,173.4086127
07-01-2025 00:45,4931,35.34,9.01,5.86,No,Stormy,283,400.2782738
07-01-2025 00:50,4234,41.44,7.38,2.38,No,Cloudy,144,469.369883
07-01-2025 00:55,3883,25.43,16.15,0.97,No,Rainy,114,288.032725
07-01-2025 01:00,4855,16.01,19.16,3.69,No,Rainy,423,181.337158
07-01-2025 01:05,3995,41.04,6.36,7.23,No,Rainy,300,464.8392857
07-01-2025 01:10,1056,43.48,14.99,5.05,No,Cloudy,364,492.4759294
07-01-2025 01:15,1295,12.32,19.92,1.89,No,Sunny,303,139.5423977
07-01-2025 01:20,4683,4.17,1.29,9.83,No,Stormy,350,47.23147713
07-01-2025 01:25,3166,36.13,2.19,3.03,No,Sunny,316,409.2262035
07-01-2025 01:30,1947,45.97,4.28,1,No,Cloudy,427,520.6788978
07-01-2025 01:35,2981,44.64,19.27,1.28,No,Stormy,71,505.6146617
07-01-2025 01:40,3953,8.01,18.41,7.68,No,Sunny,257,90.72521147
07-01-2025 01:45,4734,32.74,3.24,4.4,No,Rainy,473,370.8293912
07-01-2025 01:50,1451,48.72,7.59,8.28,No,Cloudy,307,551.8267544
07-01-2025 01:55,3911,31.25,12.22,5.41,No,Cloudy,286,353.9529162
07-01-2025 02:00,3840,30.16,15.75,1.55,No,Stormy,212,341.6070384
07-01-2025 02:05,1012,5.48,7.6,8.88,No,Sunny,339,62.06918338
07-01-2025 02:10,2452,23.83,3.06,5.16,No,Stormy,177,269.9103357
07-01-2025 02:15,4101,23.66,17.15,1.24,No,Rainy,454,267.9848319
07-01-2025 02:20,4473,12,19.61,0.98,No,Cloudy,221,135.9179198
07-01-2025 02:25,1112,29.42,4.52,6.86,No,Stormy,399,333.2254334
07-01-2025 02:30,3538,27.14,9.18,8.14,No,Stormy,376,307.4010286
07-01-2025 02:35,3615,30.31,19.38,4.47,No,Stormy,51,343.3060124
07-01-2025 02:40,3348,49,5.25,8.08,No,Cloudy,315,554.9981725
07-01-2025 02:45,3836,9.51,9.26,0.56,No,Sunny,456,107.7149514
07-01-2025 02:50,2972,4.58,6.73,3.12,No,Rainy,379,51.87533939
07-01-2025 02:55,2543,19.34,19.65,8.29,No,Rainy,356,219.0543807
07-01-2025 03:00,2017,15.33,9.21,7.1,No,Sunny,149,173.6351425
07-01-2025 03:05,4473,11.77,4.38,4.26,No,Cloudy,183,133.3128263
07-01-2025 03:10,4591,35.6,8.71,3.47,No,Rainy,122,403.2231621
07-01-2025 03:15,1990,15.54,14.16,5.31,No,Cloudy,249,176.0137061
07-01-2025 03:20,3790,38.18,5.19,2.96,No,Rainy,114,432.4455148
07-01-2025 03:25,3912,33.8,1.95,9.88,No,Rainy,465,382.8354741
07-01-2025 03:30,1243,22.6,9.55,2.88,No,Sunny,162,255.978749
07-01-2025 03:35,3207,0.97,11.77,8.1,No,Sunny,462,10.98669852
07-01-2025 03:40,2105,10.96,6.17,0.77,No,Cloudy,203,124.1383668
07-01-2025 03:45,2314,25.79,0.4,6.11,No,Rainy,301,292.1102626
07-01-2025 03:50,2167,48.33,6.51,3.45,No,Cloudy,149,547.409422
07-01-2025 03:55,2512,2.98,4.05,9.99,No,Sunny,161,33.75295008
07-01-2025 04:00,1588,49.38,13.67,4.16,No,Rainy,180,559.30224
07-01-2025 04:05,1315,36.23,2.71,5.29,No,Stormy,346,410.3588529
07-01-2025 04:10,4755,46.69,2.04,6.89,No,Cloudy,196,528.833973
07-01-2025 04:15,1691,14.67,4.23,5.5,Yes,Rainy,249,166.159657
07-01-2025 04:20,4308,27.4,12.47,6.31,No,Cloudy,268,310.3459169
07-01-2025 04:25,2724,0.25,7.08,4.28,No,Sunny,125,2.831623329
07-01-2025 04:30,1460,4.44,7.19,1.44,No,Rainy,395,50.28963033
07-01-2025 04:35,4055,18.51,18.02,6.77,No,Sunny,84,209.6533913
07-01-2025 04:40,2373,42.46,17.26,1.07,No,Stormy,463,480.9229062
07-01-2025 04:45,4744,44.88,0.8,5.87,No,Sunny,399,508.3330201
07-01-2025 04:50,2613,25.6,15.09,4.03,No,Rainy,488,289.9582289
07-01-2025 04:55,3803,40.68,3.51,6.8,No,Stormy,259,460.7617481
07-01-2025 05:00,4954,24.91,17.2,8.68,No,Sunny,445,282.1429485
07-01-2025 05:05,3398,11.5,16.18,3.73,No,Rainy,424,130.2546731
07-01-2025 05:10,3501,37.31,6.65,7.45,Yes,Rainy,415,422.5914657
07-01-2025 05:15,2704,7.82,16.16,6.6,Yes,Rainy,367,88.57317774
07-01-2025 05:20,3732,20.1,3.04,2.3,Yes,Rainy,258,227.6625157
07-01-2025 05:25,1984,33.35,18.26,5.16,No,Rainy,215,377.7385521
07-01-2025 05:30,2198,17.15,19.69,9.79,No,Rainy,343,194.2493604
07-01-2025 05:35,1476,35.93,16.03,6.64,No,Rainy,243,406.9609049
07-01-2025 05:40,3902,15.07,13.68,3.58,No,Rainy,288,170.6902543
07-01-2025 05:45,2462,11.49,9,0.64,No,Rainy,389,130.1414082
07-01-2025 05:50,3803,17.96,17.39,7.39,No,Stormy,484,203.42382
07-01-2025 05:55,1632,8.19,8.23,2.58,No,Sunny,213,92.76398026
07-01-2025 06:00,4385,26.93,11.76,5.42,No,Rainy,335,305.022465
